Province,Year,Week,StartDate,EndDate,Districts,Dengue,Dysentery,Encephalitis,Enteric Fever,Food Poisioning,Leptospirosis,Typhus Fever,Viral Hepatistis,Human Rabies,Chickenpox,Meningitis,Leishmaniasis
NorthCentral,2008,38,2008-09-13,2008-09-19,Polonnaruwa,0,4,0,0,4,0,0,1,0,NA,NA,NA
Uva,2008,38,2008-09-13,2008-09-19,Badulla,2,8,0,2,1,5,0,2,1,NA,NA,NA
Uva,2008,38,2008-09-13,2008-09-19,Monaragala,1,6,0,0,0,2,1,0,0,NA,NA,NA
Sabaragamuwa,2008,38,2008-09-13,2008-09-19,Ratnapura,3,7,1,1,1,6,1,1,0,NA,NA,NA
Sabaragamuwa,2008,38,2008-09-13,2008-09-19,Kegalle,11,9,0,4,2,39,1,4,0,NA,NA,NA
Eastern,2008,38,2008-09-13,2008-09-19,Kalmune,1,5,0,0,0,1,1,0,0,NA,NA,NA
Western,2008,39,2008-09-20,2008-09-26,Colombo,19,11,0,6,1,102,0,0,0,NA,NA,NA
Western,2008,39,2008-09-20,2008-09-26,Gampaha,5,4,0,2,0,29,0,3,0,NA,NA,NA
Western,2008,39,2008-09-20,2008-09-26,Kalutara,3,3,0,9,0,21,0,1,0,NA,NA,NA
Central,2008,39,2008-09-20,2008-09-26,Kandy,5,4,0,0,0,15,3,0,0,NA,NA,NA
Central,2008,39,2008-09-20,2008-09-26,Matale,3,2,0,1,0,9,0,1,0,NA,NA,NA
Central,2008,39,2008-09-20,2008-09-26,NuwaraEliya,0,8,0,5,0,6,0,1,0,NA,NA,NA
Southern,2008,39,2008-09-20,2008-09-26,Galle,2,3,1,1,0,9,1,0,0,NA,NA,NA
Southern,2008,39,2008-09-20,2008-09-26,Hambanthota,0,4,0,0,0,2,1,0,0,NA,NA,NA
Southern,2008,39,2008-09-20,2008-09-26,Matara,1,6,0,2,0,17,2,0,0,NA,NA,NA
Nothern,2008,39,2008-09-20,2008-09-26,Jaffna,0,4,0,1,0,0,0,0,0,NA,NA,NA
Nothern,2008,39,2008-09-20,2008-09-26,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,39,2008-09-20,2008-09-26,Mannar,0,2,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,39,2008-09-20,2008-09-26,Vavuniya,0,1,0,1,3,0,0,0,0,NA,NA,NA
Nothern,2008,39,2008-09-20,2008-09-26,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,39,2008-09-20,2008-09-26,Batticaloa,0,6,0,1,0,0,0,0,0,NA,NA,NA
Eastern,2008,39,2008-09-20,2008-09-26,Ampara,0,1,0,0,0,1,0,1,0,NA,NA,NA
Eastern,2008,39,2008-09-20,2008-09-26,Trincomalee,0,2,0,0,0,0,0,0,0,NA,NA,NA
NorthWestern,2008,39,2008-09-20,2008-09-26,Kurunagala,3,1,0,0,0,17,0,5,1,NA,NA,NA
NorthWestern,2008,39,2008-09-20,2008-09-26,Puttalam,1,9,0,2,0,5,1,0,0,NA,NA,NA
NorthCentral,2008,39,2008-09-20,2008-09-26,Anuradhapura,0,3,0,1,0,1,1,0,0,NA,NA,NA
NorthCentral,2008,39,2008-09-20,2008-09-26,Polonnaruwa,0,5,0,0,0,0,0,0,0,NA,NA,NA
Uva,2008,39,2008-09-20,2008-09-26,Badulla,3,5,0,0,0,2,0,0,0,NA,NA,NA
Uva,2008,39,2008-09-20,2008-09-26,Monaragala,0,7,0,1,0,1,3,3,0,NA,NA,NA
Sabaragamuwa,2008,39,2008-09-20,2008-09-26,Ratnapura,1,5,0,1,0,3,0,0,0,NA,NA,NA
Sabaragamuwa,2008,39,2008-09-20,2008-09-26,Kegalle,5,6,0,2,2,47,1,9,0,NA,NA,NA
Eastern,2008,39,2008-09-20,2008-09-26,Kalmune,0,4,0,0,0,0,0,0,0,NA,NA,NA
Western,2008,40,2008-09-27,2008-10-03,Colombo,23,5,0,5,2,31,1,1,0,NA,NA,NA
Western,2008,40,2008-09-27,2008-10-03,Gampaha,7,2,1,2,2,22,0,10,1,NA,NA,NA
Western,2008,40,2008-09-27,2008-10-03,Kalutara,6,2,0,0,0,15,0,0,0,NA,NA,NA
Central,2008,40,2008-09-27,2008-10-03,Kandy,5,5,0,3,2,15,0,3,0,NA,NA,NA
Central,2008,40,2008-09-27,2008-10-03,Matale,5,1,0,1,3,4,0,0,0,NA,NA,NA
Central,2008,40,2008-09-27,2008-10-03,NuwaraEliya,0,5,0,2,0,1,0,1,0,NA,NA,NA
Southern,2008,40,2008-09-27,2008-10-03,Galle,1,6,2,0,0,25,0,0,0,NA,NA,NA
Southern,2008,40,2008-09-27,2008-10-03,Hambanthota,0,1,0,0,0,4,2,0,0,NA,NA,NA
Southern,2008,40,2008-09-27,2008-10-03,Matara,7,6,0,0,0,19,4,0,0,NA,NA,NA
Nothern,2008,40,2008-09-27,2008-10-03,Jaffna,1,8,0,4,1,0,0,0,0,NA,NA,NA
Nothern,2008,40,2008-09-27,2008-10-03,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,40,2008-09-27,2008-10-03,Mannar,0,1,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,40,2008-09-27,2008-10-03,Vavuniya,1,1,0,1,0,0,0,0,0,NA,NA,NA
Nothern,2008,40,2008-09-27,2008-10-03,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,40,2008-09-27,2008-10-03,Batticaloa,0,0,1,0,0,0,0,1,1,NA,NA,NA
Eastern,2008,40,2008-09-27,2008-10-03,Ampara,0,0,0,0,0,0,0,1,0,NA,NA,NA
Eastern,2008,40,2008-09-27,2008-10-03,Trincomalee,0,0,0,0,0,0,0,0,0,NA,NA,NA
NorthWestern,2008,40,2008-09-27,2008-10-03,Kurunagala,3,4,0,0,0,19,0,0,0,NA,NA,NA
NorthWestern,2008,40,2008-09-27,2008-10-03,Puttalam,0,0,0,0,0,0,0,0,0,NA,NA,NA
NorthCentral,2008,40,2008-09-27,2008-10-03,Anuradhapura,1,2,1,0,0,1,0,0,0,NA,NA,NA
NorthCentral,2008,40,2008-09-27,2008-10-03,Polonnaruwa,0,1,0,0,0,0,0,0,0,NA,NA,NA
Uva,2008,40,2008-09-27,2008-10-03,Badulla,0,7,0,2,0,0,2,2,0,NA,NA,NA
Uva,2008,40,2008-09-27,2008-10-03,Monaragala,0,19,0,0,1,0,2,0,0,NA,NA,NA
Sabaragamuwa,2008,40,2008-09-27,2008-10-03,Ratnapura,3,6,0,0,0,6,0,0,0,NA,NA,NA
Sabaragamuwa,2008,40,2008-09-27,2008-10-03,Kegalle,12,3,1,5,0,33,1,8,0,NA,NA,NA
Eastern,2008,40,2008-09-27,2008-10-03,Kalmune,0,2,0,0,0,1,0,1,0,NA,NA,NA
Western,2008,41,2008-10-04,2008-10-10,Colombo,23,1,0,10,0,30,0,2,0,NA,NA,NA
Western,2008,41,2008-10-04,2008-10-10,Gampaha,11,5,1,2,2,29,0,3,0,NA,NA,NA
Western,2008,41,2008-10-04,2008-10-10,Kalutara,4,10,0,2,6,27,0,2,0,NA,NA,NA
Central,2008,41,2008-10-04,2008-10-10,Kandy,6,5,0,1,2,23,1,0,0,NA,NA,NA
Central,2008,41,2008-10-04,2008-10-10,Matale,7,1,0,5,0,8,0,0,0,NA,NA,NA
Central,2008,41,2008-10-04,2008-10-10,NuwaraEliya,1,9,0,8,0,3,0,4,0,NA,NA,NA
Southern,2008,41,2008-10-04,2008-10-10,Galle,1,6,1,1,0,9,1,0,0,NA,NA,NA
Southern,2008,41,2008-10-04,2008-10-10,Hambanthota,0,0,0,0,0,1,5,0,0,NA,NA,NA
Southern,2008,41,2008-10-04,2008-10-10,Matara,5,6,0,0,0,13,3,0,0,NA,NA,NA
Nothern,2008,41,2008-10-04,2008-10-10,Jaffna,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,41,2008-10-04,2008-10-10,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,41,2008-10-04,2008-10-10,Mannar,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,41,2008-10-04,2008-10-10,Vavuniya,0,1,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,41,2008-10-04,2008-10-10,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,41,2008-10-04,2008-10-10,Batticaloa,0,0,0,3,0,0,0,0,0,NA,NA,NA
Eastern,2008,41,2008-10-04,2008-10-10,Ampara,0,0,0,1,0,0,0,1,0,NA,NA,NA
Eastern,2008,41,2008-10-04,2008-10-10,Trincomalee,0,3,0,0,0,0,0,0,0,NA,NA,NA
NorthWestern,2008,41,2008-10-04,2008-10-10,Kurunagala,5,4,0,0,0,10,1,2,1,NA,NA,NA
NorthWestern,2008,41,2008-10-04,2008-10-10,Puttalam,0,5,0,0,1,2,0,0,0,NA,NA,NA
NorthCentral,2008,41,2008-10-04,2008-10-10,Anuradhapura,0,2,0,0,0,0,0,1,0,NA,NA,NA
NorthCentral,2008,41,2008-10-04,2008-10-10,Polonnaruwa,0,3,0,2,0,5,0,0,0,NA,NA,NA
Uva,2008,41,2008-10-04,2008-10-10,Badulla,0,7,0,1,1,3,1,1,0,NA,NA,NA
Uva,2008,41,2008-10-04,2008-10-10,Monaragala,1,1,0,3,2,0,2,0,0,NA,NA,NA
Sabaragamuwa,2008,41,2008-10-04,2008-10-10,Ratnapura,3,8,0,2,0,9,0,2,0,NA,NA,NA
Sabaragamuwa,2008,41,2008-10-04,2008-10-10,Kegalle,6,3,0,3,0,19,2,1,0,NA,NA,NA
Eastern,2008,41,2008-10-04,2008-10-10,Kalmune,0,1,0,0,0,0,0,0,0,NA,NA,NA
Western,2008,42,2008-10-11,2008-10-17,Colombo,14,3,0,7,20,21,2,2,0,NA,NA,NA
Western,2008,42,2008-10-11,2008-10-17,Gampaha,9,5,0,0,0,25,0,2,0,NA,NA,NA
Western,2008,42,2008-10-11,2008-10-17,Kalutara,5,5,0,0,0,18,0,0,0,NA,NA,NA
Central,2008,42,2008-10-11,2008-10-17,Kandy,9,9,0,2,0,14,1,3,0,NA,NA,NA
Central,2008,42,2008-10-11,2008-10-17,Matale,2,2,0,0,0,4,0,2,0,NA,NA,NA
Central,2008,42,2008-10-11,2008-10-17,NuwaraEliya,2,5,0,0,0,5,0,2,0,NA,NA,NA
Southern,2008,42,2008-10-11,2008-10-17,Galle,0,3,0,0,0,10,0,0,0,NA,NA,NA
Southern,2008,42,2008-10-11,2008-10-17,Hambanthota,2,2,0,0,0,2,6,2,0,NA,NA,NA
Southern,2008,42,2008-10-11,2008-10-17,Matara,11,7,0,0,9,7,10,0,0,NA,NA,NA
Nothern,2008,42,2008-10-11,2008-10-17,Jaffna,3,1,0,6,0,0,1,1,0,NA,NA,NA
Nothern,2008,42,2008-10-11,2008-10-17,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,42,2008-10-11,2008-10-17,Mannar,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,42,2008-10-11,2008-10-17,Vavuniya,0,0,1,0,1,0,0,0,0,NA,NA,NA
Nothern,2008,42,2008-10-11,2008-10-17,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,42,2008-10-11,2008-10-17,Batticaloa,1,10,0,1,0,0,0,2,0,NA,NA,NA
Eastern,2008,42,2008-10-11,2008-10-17,Ampara,0,1,0,0,0,0,0,1,0,NA,NA,NA
Eastern,2008,42,2008-10-11,2008-10-17,Trincomalee,0,5,0,0,0,0,0,0,0,NA,NA,NA
NorthWestern,2008,42,2008-10-11,2008-10-17,Kurunagala,2,2,0,0,0,6,0,2,0,NA,NA,NA
NorthWestern,2008,42,2008-10-11,2008-10-17,Puttalam,0,10,0,3,0,3,0,0,1,NA,NA,NA
NorthCentral,2008,42,2008-10-11,2008-10-17,Anuradhapura,1,7,0,0,1,1,0,0,0,NA,NA,NA
NorthCentral,2008,42,2008-10-11,2008-10-17,Polonnaruwa,0,2,0,0,0,0,0,0,0,NA,NA,NA
Uva,2008,42,2008-10-11,2008-10-17,Badulla,3,19,1,2,0,1,1,5,0,NA,NA,NA
Uva,2008,42,2008-10-11,2008-10-17,Monaragala,0,12,0,1,0,0,1,1,0,NA,NA,NA
Sabaragamuwa,2008,42,2008-10-11,2008-10-17,Ratnapura,0,3,0,0,0,4,0,0,0,NA,NA,NA
Sabaragamuwa,2008,42,2008-10-11,2008-10-17,Kegalle,3,4,0,1,1,13,0,2,0,NA,NA,NA
Eastern,2008,42,2008-10-11,2008-10-17,Kalmune,0,1,0,1,0,0,0,0,0,NA,NA,NA
Western,2008,43,2008-10-18,2008-10-24,Colombo,14,5,1,2,0,24,0,1,0,NA,NA,NA
Western,2008,43,2008-10-18,2008-10-24,Gampaha,11,6,0,0,0,11,0,1,0,NA,NA,NA
Western,2008,43,2008-10-18,2008-10-24,Kalutara,0,5,2,0,0,15,0,0,0,NA,NA,NA
Central,2008,43,2008-10-18,2008-10-24,Kandy,10,12,0,0,0,6,1,5,0,NA,NA,NA
Central,2008,43,2008-10-18,2008-10-24,Matale,5,3,0,0,0,6,0,0,0,NA,NA,NA
Central,2008,43,2008-10-18,2008-10-24,NuwaraEliya,0,3,0,1,0,2,1,0,0,NA,NA,NA
Southern,2008,43,2008-10-18,2008-10-24,Galle,1,2,0,0,0,12,0,0,0,NA,NA,NA
Southern,2008,43,2008-10-18,2008-10-24,Hambanthota,0,2,1,0,0,2,0,0,0,NA,NA,NA
Southern,2008,43,2008-10-18,2008-10-24,Matara,7,0,0,0,0,3,4,0,0,NA,NA,NA
Nothern,2008,43,2008-10-18,2008-10-24,Jaffna,0,0,0,0,0,0,1,0,0,NA,NA,NA
Nothern,2008,43,2008-10-18,2008-10-24,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,43,2008-10-18,2008-10-24,Mannar,0,0,0,1,0,0,0,1,0,NA,NA,NA
Nothern,2008,43,2008-10-18,2008-10-24,Vavuniya,0,0,0,0,2,0,0,0,0,NA,NA,NA
Nothern,2008,43,2008-10-18,2008-10-24,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,43,2008-10-18,2008-10-24,Batticaloa,0,3,0,0,0,0,0,0,2,NA,NA,NA
Eastern,2008,43,2008-10-18,2008-10-24,Ampara,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,43,2008-10-18,2008-10-24,Trincomalee,0,1,0,0,0,0,1,0,0,NA,NA,NA
NorthWestern,2008,43,2008-10-18,2008-10-24,Kurunagala,4,4,0,0,0,2,0,3,0,NA,NA,NA
NorthWestern,2008,43,2008-10-18,2008-10-24,Puttalam,0,2,0,2,12,2,0,1,0,NA,NA,NA
NorthCentral,2008,43,2008-10-18,2008-10-24,Anuradhapura,0,4,0,0,0,0,0,0,0,NA,NA,NA
NorthCentral,2008,43,2008-10-18,2008-10-24,Polonnaruwa,0,7,0,1,0,3,0,1,0,NA,NA,NA
Uva,2008,43,2008-10-18,2008-10-24,Badulla,1,9,0,0,0,2,0,4,0,NA,NA,NA
Uva,2008,43,2008-10-18,2008-10-24,Monaragala,2,1,0,0,0,1,0,1,0,NA,NA,NA
Sabaragamuwa,2008,43,2008-10-18,2008-10-24,Ratnapura,1,7,0,1,9,2,0,1,0,NA,NA,NA
Sabaragamuwa,2008,43,2008-10-18,2008-10-24,Kegalle,3,5,0,2,2,22,1,4,0,NA,NA,NA
Eastern,2008,43,2008-10-18,2008-10-24,Kalmune,1,6,0,1,0,0,0,0,0,NA,NA,NA
Western,2008,44,2008-10-25,2008-10-31,Colombo,22,8,0,8,22,20,0,2,0,NA,NA,NA
Western,2008,44,2008-10-25,2008-10-31,Gampaha,10,3,0,2,0,16,0,5,0,NA,NA,NA
Western,2008,44,2008-10-25,2008-10-31,Kalutara,3,4,0,2,0,8,0,0,0,NA,NA,NA
Central,2008,44,2008-10-25,2008-10-31,Kandy,8,4,1,1,1,6,0,3,0,NA,NA,NA
Central,2008,44,2008-10-25,2008-10-31,Matale,0,9,0,2,1,2,0,0,0,NA,NA,NA
Central,2008,44,2008-10-25,2008-10-31,NuwaraEliya,0,16,0,2,0,3,0,0,0,NA,NA,NA
Southern,2008,44,2008-10-25,2008-10-31,Galle,5,4,0,0,0,14,0,0,0,NA,NA,NA
Southern,2008,44,2008-10-25,2008-10-31,Hambanthota,0,3,0,1,0,1,0,0,0,NA,NA,NA
Southern,2008,44,2008-10-25,2008-10-31,Matara,7,3,0,0,0,10,2,0,0,NA,NA,NA
Nothern,2008,44,2008-10-25,2008-10-31,Jaffna,0,1,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,44,2008-10-25,2008-10-31,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,44,2008-10-25,2008-10-31,Mannar,0,0,0,0,0,0,0,1,0,NA,NA,NA
Nothern,2008,44,2008-10-25,2008-10-31,Vavuniya,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,44,2008-10-25,2008-10-31,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,44,2008-10-25,2008-10-31,Batticaloa,0,9,0,1,0,0,0,0,1,NA,NA,NA
Eastern,2008,44,2008-10-25,2008-10-31,Ampara,2,1,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,44,2008-10-25,2008-10-31,Trincomalee,1,1,0,0,0,0,0,0,0,NA,NA,NA
NorthWestern,2008,44,2008-10-25,2008-10-31,Kurunagala,5,4,0,0,1,11,1,0,0,NA,NA,NA
NorthWestern,2008,44,2008-10-25,2008-10-31,Puttalam,1,5,0,1,0,1,1,0,0,NA,NA,NA
NorthCentral,2008,44,2008-10-25,2008-10-31,Anuradhapura,0,5,0,0,0,0,0,1,0,NA,NA,NA
NorthCentral,2008,44,2008-10-25,2008-10-31,Polonnaruwa,2,0,0,0,0,0,0,1,0,NA,NA,NA
Uva,2008,44,2008-10-25,2008-10-31,Badulla,1,11,0,0,0,2,1,6,0,NA,NA,NA
Uva,2008,44,2008-10-25,2008-10-31,Monaragala,0,5,0,6,0,2,1,3,0,NA,NA,NA
Sabaragamuwa,2008,44,2008-10-25,2008-10-31,Ratnapura,4,5,0,0,0,6,0,2,0,NA,NA,NA
Sabaragamuwa,2008,44,2008-10-25,2008-10-31,Kegalle,7,9,0,0,1,18,0,8,0,NA,NA,NA
Eastern,2008,44,2008-10-25,2008-10-31,Kalmune,0,5,0,1,0,0,0,0,0,NA,NA,NA
Western,2008,45,2008-11-01,2008-11-07,Colombo,11,3,0,7,0,37,0,0,0,NA,NA,NA
Western,2008,45,2008-11-01,2008-11-07,Gampaha,11,4,0,1,0,18,0,3,0,NA,NA,NA
Western,2008,45,2008-11-01,2008-11-07,Kalutara,4,8,0,2,14,17,0,1,0,NA,NA,NA
Central,2008,45,2008-11-01,2008-11-07,Kandy,11,8,0,2,0,19,0,1,0,NA,NA,NA
Central,2008,45,2008-11-01,2008-11-07,Matale,3,4,0,1,2,13,0,1,0,NA,NA,NA
Central,2008,45,2008-11-01,2008-11-07,NuwaraEliya,1,0,0,0,0,3,4,0,0,NA,NA,NA
Southern,2008,45,2008-11-01,2008-11-07,Galle,2,3,0,0,0,8,0,0,0,NA,NA,NA
Southern,2008,45,2008-11-01,2008-11-07,Hambanthota,0,13,0,0,0,7,1,0,0,NA,NA,NA
Southern,2008,45,2008-11-01,2008-11-07,Matara,5,3,0,1,0,2,1,0,0,NA,NA,NA
Nothern,2008,45,2008-11-01,2008-11-07,Jaffna,0,1,0,1,0,0,1,0,0,NA,NA,NA
Nothern,2008,45,2008-11-01,2008-11-07,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,45,2008-11-01,2008-11-07,Mannar,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,45,2008-11-01,2008-11-07,Vavuniya,0,4,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,45,2008-11-01,2008-11-07,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,45,2008-11-01,2008-11-07,Batticaloa,0,5,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,45,2008-11-01,2008-11-07,Ampara,0,2,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,45,2008-11-01,2008-11-07,Trincomalee,0,1,0,0,0,0,0,1,0,NA,NA,NA
NorthWestern,2008,45,2008-11-01,2008-11-07,Kurunagala,8,9,0,0,2,13,0,5,2,NA,NA,NA
NorthWestern,2008,45,2008-11-01,2008-11-07,Puttalam,1,2,0,0,0,2,0,0,0,NA,NA,NA
NorthCentral,2008,45,2008-11-01,2008-11-07,Anuradhapura,0,11,0,0,3,0,0,0,0,NA,NA,NA
NorthCentral,2008,45,2008-11-01,2008-11-07,Polonnaruwa,0,1,0,1,0,3,0,0,0,NA,NA,NA
Uva,2008,45,2008-11-01,2008-11-07,Badulla,3,16,0,0,0,3,3,2,0,NA,NA,NA
Uva,2008,45,2008-11-01,2008-11-07,Monaragala,0,2,0,0,0,0,0,0,1,NA,NA,NA
Sabaragamuwa,2008,45,2008-11-01,2008-11-07,Ratnapura,10,10,0,0,0,6,1,0,0,NA,NA,NA
Sabaragamuwa,2008,45,2008-11-01,2008-11-07,Kegalle,6,5,0,4,0,11,3,4,0,NA,NA,NA
Eastern,2008,45,2008-11-01,2008-11-07,Kalmune,0,4,0,0,0,0,0,0,0,NA,NA,NA
Western,2008,46,2008-11-08,2008-11-14,Colombo,20,9,0,6,5,25,0,3,0,NA,NA,NA
Western,2008,46,2008-11-08,2008-11-14,Gampaha,9,6,0,0,1,20,0,3,0,NA,NA,NA
Western,2008,46,2008-11-08,2008-11-14,Kalutara,9,13,0,1,0,15,0,0,0,NA,NA,NA
Central,2008,46,2008-11-08,2008-11-14,Kandy,6,3,0,1,0,16,1,1,0,NA,NA,NA
Central,2008,46,2008-11-08,2008-11-14,Matale,1,3,0,0,0,14,0,1,0,NA,NA,NA
Central,2008,46,2008-11-08,2008-11-14,NuwaraEliya,0,0,0,0,1,0,1,1,0,NA,NA,NA
Southern,2008,46,2008-11-08,2008-11-14,Galle,0,3,0,0,2,10,0,0,0,NA,NA,NA
Southern,2008,46,2008-11-08,2008-11-14,Hambanthota,7,3,2,0,0,6,1,0,0,NA,NA,NA
Southern,2008,46,2008-11-08,2008-11-14,Matara,6,4,0,0,0,12,2,0,0,NA,NA,NA
Nothern,2008,46,2008-11-08,2008-11-14,Jaffna,0,1,0,1,0,0,0,0,0,NA,NA,NA
Nothern,2008,46,2008-11-08,2008-11-14,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,46,2008-11-08,2008-11-14,Mannar,0,0,0,1,0,0,0,0,0,NA,NA,NA
Nothern,2008,46,2008-11-08,2008-11-14,Vavuniya,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,46,2008-11-08,2008-11-14,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,46,2008-11-08,2008-11-14,Batticaloa,0,10,0,2,0,0,0,3,0,NA,NA,NA
Eastern,2008,46,2008-11-08,2008-11-14,Ampara,0,1,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,46,2008-11-08,2008-11-14,Trincomalee,1,8,0,0,0,0,0,1,0,NA,NA,NA
NorthWestern,2008,46,2008-11-08,2008-11-14,Kurunagala,4,10,1,0,0,22,0,1,0,NA,NA,NA
NorthWestern,2008,46,2008-11-08,2008-11-14,Puttalam,1,5,2,3,1,1,0,2,0,NA,NA,NA
NorthCentral,2008,46,2008-11-08,2008-11-14,Anuradhapura,1,11,0,0,3,3,0,0,0,NA,NA,NA
NorthCentral,2008,46,2008-11-08,2008-11-14,Polonnaruwa,0,1,0,1,0,0,0,0,0,NA,NA,NA
Uva,2008,46,2008-11-08,2008-11-14,Badulla,2,11,1,0,0,0,1,0,0,NA,NA,NA
Uva,2008,46,2008-11-08,2008-11-14,Monaragala,2,2,1,4,0,0,0,1,0,NA,NA,NA
Sabaragamuwa,2008,46,2008-11-08,2008-11-14,Ratnapura,2,9,0,0,0,1,0,0,0,NA,NA,NA
Sabaragamuwa,2008,46,2008-11-08,2008-11-14,Kegalle,5,1,0,2,0,8,1,1,0,NA,NA,NA
Eastern,2008,46,2008-11-08,2008-11-14,Kalmune,0,6,0,0,0,0,0,0,0,NA,NA,NA
Western,2008,47,2008-11-15,2008-11-21,Colombo,16,10,0,8,0,16,1,3,0,NA,NA,NA
Western,2008,47,2008-11-15,2008-11-21,Gampaha,5,4,0,1,0,3,0,3,0,NA,NA,NA
Western,2008,47,2008-11-15,2008-11-21,Kalutara,3,9,0,1,0,22,0,0,0,NA,NA,NA
Central,2008,47,2008-11-15,2008-11-21,Kandy,8,7,1,2,0,12,2,2,0,NA,NA,NA
Central,2008,47,2008-11-15,2008-11-21,Matale,7,8,0,0,0,16,0,1,0,NA,NA,NA
Central,2008,47,2008-11-15,2008-11-21,NuwaraEliya,0,3,0,6,1,3,1,0,0,NA,NA,NA
Southern,2008,47,2008-11-15,2008-11-21,Galle,0,5,1,1,0,12,1,0,0,NA,NA,NA
Southern,2008,47,2008-11-15,2008-11-21,Hambanthota,2,7,0,0,4,3,4,0,0,NA,NA,NA
Southern,2008,47,2008-11-15,2008-11-21,Matara,6,8,0,0,0,6,5,0,0,NA,NA,NA
Nothern,2008,47,2008-11-15,2008-11-21,Jaffna,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,47,2008-11-15,2008-11-21,Kilinochchi,0,0,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,47,2008-11-15,2008-11-21,Mannar,0,2,0,0,0,0,0,0,0,NA,NA,NA
Nothern,2008,47,2008-11-15,2008-11-21,Vavuniya,0,5,0,1,0,1,0,0,0,NA,NA,NA
Nothern,2008,47,2008-11-15,2008-11-21,Mullaitivu,0,0,0,0,0,0,0,0,0,NA,NA,NA
Eastern,2008,47,2008-11-15,2008-11-21,Batticaloa,0,8,0,1,0,1,0,0,0,NA,NA,NA
Eastern,2008,47,2008-11-15,2008-11-21,Ampara,0,0,0,0,2,1,0,0,0,NA,NA,NA
Eastern,2008,47,2008-11-15,2008-11-21,Trincomalee,2,3,0,0,0,1,0,0,0,NA,NA,NA
NorthWestern,2008,47,2008-11-15,2008-11-21,Kurunagala,8,8,0,0,0,25,0,0,1,NA,NA,NA
NorthWestern,2008,47,2008-11-15,2008-11-21,Puttalam,2,6,0,0,1,0,0,1,0,NA,NA,NA
NorthCentral,2008,47,2008-11-15,2008-11-21,Anuradhapura,0,5,0,0,0,0,0,0,0,NA,NA,NA
NorthCentral,2008,47,2008-11-15,2008-11-21,Polonnaruwa,0,5,0,0,0,0,0,0,0,NA,NA,NA
Uva,2008,47,2008-11-15,2008-11-21,Badulla,3,5,2,4,1,1,5,4,0,NA,NA,NA
Uva,2008,47,2008-11-15,2008-11-21,Monaragala,0,1,0,1,0,0,3,0,0,NA,NA,NA
Sabaragamuwa,2008,47,2008-11-15,2008-11-21,Ratnapura,2,13,0,0,0,4,0,3,0,NA,NA,NA
Sabaragamuwa,2008,47,2008-11-15,2008-11-21,Kegalle,8,4,0,3,1,12,0,13,0,NA,NA,NA
Eastern,2008,47,2008-11-15,2008-11-21,Kalmune,1,14,0,0,0,0,0,2,0,NA,NA,NA
Western,2008,48,2008-11-22,2008-11-28,Colombo,18,7,0,5,0,19,0,2,0,NA,NA,NA
Western,2008,48,2008-11-22,2008-11-28,Gampaha,4,1,0,0,0,9,0,10,0,NA,NA,NA
